year,id,ifr_itin_ac,ifr_itin_at,ifr_itin_ga,ifr_itin_mil,ifr_itin,vfr_itin_ac,vfr_itin_at,vfr_itin_ga,vfr_itin_mil,vfr_itin,itin_ac,itin_at,itin_ga,itin_mil,itin,local_civil,local_mil,local,total_ops
2008,HGR,25,211,2446,249,2931,0,809,11191,1254,13254,25,2131,13637,1503,17296,14364,2299,16663,48128
2008,HHR,0,155,2574,5,2734,0,227,16382,65,16674,2,718,18956,70,19746,19625,30,19655,59677
2008,HIO,0,2492,10331,32,12855,0,1519,28012,79,29610,0,7615,38343,111,46069,176791,27,176818,260957
2008,HKS,0,670,3341,323,4334,1,45,4251,793,5090,1,1628,7592,1116,10337,15709,1912,17621,36121
2008,HKY,2,521,3434,65,4022,0,182,7159,324,7665,2,1593,10593,389,12577,10989,76,11065,34940
2008,HLG,0,530,484,248,1262,0,526,6623,1232,8381,0,1875,7107,1480,10462,22710,9172,31882,49957
2008,HLN,1047,3254,1505,343,6149,56,558,7619,1624,9857,1781,7507,9124,1967,20379,16582,3968,20550,51694
2008,HND,2,614,5700,10,6326,11,4817,13813,83,18724,13,10899,19513,93,30518,10925,108,11033,61556
2008,HNL,72672,21075,5163,6780,105690,0,12973,15888,1023,29884,153256,68714,21051,7803,250824,995,159,1154,282124
2008,HOB,0,151,716,30,897,0,991,4449,55,5495,0,2388,5165,85,7638,5240,188,5428,17366
2008,HOU,51913,11739,22829,125,86606,7,3726,15347,280,19360,106643,31828,38176,405,177052,722,0,722,220010
2008,HPN,5861,25542,23935,11,55349,6,1876,24655,238,26775,12561,57600,48590,249,119000,12915,29,12944,180218
2008,HRL,5520,1747,1815,2292,11374,32,101,3889,153,4175,11496,3887,5704,2445,23532,4905,18365,23270,54941
2008,HSA,0,15,944,888,1847,33,0,2428,825,3286,33,20,3372,1713,5138,4722,4527,9249,20921
2008,HSV,5690,10316,4625,3751,24382,9,37,4253,602,4901,10929,21736,8878,4353,45896,10579,12293,22872,82182
2008,HTS,794,2931,2835,143,6703,7,647,2698,137,3489,1567,7514,5533,280,14894,9404,590,9994,30317
2008,HUF,61,197,5036,419,5713,4,211,7095,210,7520,101,636,12131,629,13497,27994,361,28355,51892
2008,HUM,0,1295,2351,24,3670,329,29643,9991,747,40710,329,61752,12342,771,75194,18625,186,18811,104810
2008,HUT,0,212,1674,463,2349,2,650,4235,80,4967,2,2535,5909,543,8989,25247,2601,27848,46100
2008,HVN,0,1854,1718,33,3605,0,73,8690,56,8819,0,3905,10408,89,14402,22648,49,22697,47025
2008,HWD,0,680,4115,6,4801,355,237,27214,3,27809,355,2036,31329,9,33729,86430,0,86430,150435
2008,HWO,0,0,1410,0,1410,0,5,27231,14,27250,1,5,28641,14,28661,109946,138,110084,170077
2008,HXD,0,4949,6073,50,11072,2,90,5680,142,5914,2,10743,11753,192,22690,3188,680,3868,41538
2008,HYA,0,9691,3772,9,13472,0,38228,8367,25,46620,0,92963,12139,34,105136,5549,218,5767,120537
2008,IAD,92056,71788,23881,350,188075,228,23,1108,61,1420,186097,149845,24989,411,361342,0,0,0,391626
2008,IAG,192,668,2327,1649,4836,0,83,4353,1225,5661,428,1470,6680,2874,11452,11944,3732,15676,33333
2008,IAH,134106,138830,5096,111,278143,228,264,1087,35,1614,276828,287789,6183,146,570946,0,0,0,578288
2008,ICT,7381,15942,26010,2625,51958,35,1153,8563,148,9899,15389,35282,34573,2773,88017,35999,7958,43957,167419
2008,IDA,598,3357,1476,13,5444,66,1071,8031,48,9216,1546,9248,9507,61,20362,16175,109,16284,43540
2008,IFP,750,113,251,19,1133,38,1890,5713,98,7739,1695,3975,5964,117,11751,3286,178,3464,21824
2008,ILG,66,2002,7247,837,10152,2,27,8955,983,9967,242,4740,16202,1820,23004,27777,8931,36708,82895
2008,ILM,3304,6774,8703,986,19767,0,945,5061,363,6369,6387,17865,13764,1349,39365,7205,1617,8822,68348
2008,IND,55076,29304,8870,427,93677,9,175,1571,65,1820,110878,63486,10441,492,185297,0,0,0,197202
2008,INT,186,799,5255,27,6267,0,394,9581,136,10111,495,2701,14836,163,18195,12870,142,13012,47945
2008,IPT,4,1884,1439,33,3360,0,731,5710,163,6604,12,5608,7149,196,12965,6940,104,7044,26832
2008,ISM,5,746,11084,8,11843,0,291,27355,6,27652,440,2845,38439,14,41738,67177,477,67654,155556
2008,ISO,110,356,1535,1709,3710,0,8,1825,258,2091,246,991,3360,1967,6564,4676,5605,10281,24455
2008,ISP,11103,1458,10619,75,23255,216,28,21403,544,22191,23385,3920,32022,619,59946,83979,1374,85353,179230
2008,ITH,0,4648,2196,9,6853,0,179,4178,8,4365,34,9323,6374,17,15748,25151,6,25157,46804
2008,ITO,6897,5226,298,749,13170,0,14180,2578,361,17119,14591,43516,2876,1110,62093,10021,2512,12533,79496
2008,IWA,1907,779,2673,943,6302,18,1939,33361,576,35894,3876,5937,36034,1519,47366,139771,2760,142531,227426
2008,IXD,0,1246,3829,150,5225,0,100,9385,668,10153,0,2244,13214,818,16276,21436,742,22178,55754
2008,JAC,3543,3685,3937,75,11240,55,301,3548,55,3959,6925,7355,7485,130,21895,2730,40,2770,30219
2008,JAN,4996,9498,4278,2552,21324,0,8,1444,198,1650,9912,19890,5722,2750,38274,2127,15346,17473,65248
2008,JAX,29097,12832,4415,1529,47873,0,75,1200,242,1517,60574,29342,5615,1771,97302,208,854,1062,106562
2008,JEF,0,166,2712,279,3157,0,123,4686,660,5469,0,681,7398,939,9018,6678,1619,8297,26082
2008,JFK,176817,42671,1841,172,221501,296,1472,2163,73,4004,356397,82779,4004,245,443425,0,0,0,446968
2008,JLN,0,687,1913,10,2610,0,70,4155,7,4232,0,2299,6068,17,8384,7849,76,7925,21849
2008,JNU,4145,2821,733,82,7781,1615,30066,4075,249,36005,9507,63520,4808,331,78166,5702,308,6010,88434
2008,JQF,235,2926,7903,11,11075,1,658,10139,124,10922,413,8812,18042,135,27402,17469,99,17568,65385
2008,JRF,16,53,4161,1305,5535,14,54,2049,937,3054,51,184,6210,2242,8687,91565,22331,113896,131137
2008,JVL,40,1677,1719,43,3479,24,439,11765,40,12268,104,4440,13484,83,18111,18335,926,19261,47783
2008,JXN,37,115,3060,34,3246,18,244,11500,40,11802,104,623,14560,74,15361,20488,89,20577,48431
2008,KOA,12643,2785,975,1052,17455,2376,7720,7589,374,18059,29455,20021,8564,1426,59466,51489,8072,59561,130708
2008,LAF,16,211,4609,19,4855,0,85,16369,22,16476,57,732,20978,41,21808,65454,30,65484,106323
2008,LAL,0,499,4697,252,5448,0,22,20940,277,21239,4,1258,25637,529,27428,46571,1688,48259,117237
2008,LAN,2401,5520,4589,263,12773,0,68,4675,88,4831,5052,11984,9264,351,26651,10739,325,11064,46538
2008,LAS,188206,15329,18180,600,222315,45,50315,3758,473,54591,388750,137766,21938,1073,549527,0,0,0,578946
2008,LAW,384,1850,1977,8869,13080,0,0,1396,259,1655,715,3735,3373,9128,16951,1373,588,1961,31740
2008,LAX,228499,57261,6163,223,292146,415,50,1575,781,2821,453232,150561,7738,1004,612535,0,0,0,622506
2008,LBB,7292,8208,7184,2346,25030,2,1075,7609,177,8863,14261,19637,14793,2523,51214,8787,1662,10449,77067
2008,LBE,113,2745,2221,156,5235,0,196,5679,300,6175,225,5833,7900,456,14414,10070,1120,11190,32380
2008,LCH,39,2750,1343,1015,5147,81,7483,2675,135,10374,132,17554,4018,1150,22854,11134,2704,13838,42778
2008,LEB,2,2201,2339,19,4561,0,1778,6566,141,8485,2,7760,8905,160,16827,24261,90,24351,50902
2008,LEE,0,73,3670,13,3756,0,286,15264,48,15598,0,1170,18934,61,20165,28537,34,28571,66420
2008,LEX,1664,15805,9728,390,27587,0,296,8136,140,8572,2421,32284,17864,530,53099,3815,229,4044,73495
2008,LFT,693,9652,7079,411,17835,84,12448,6492,170,19194,1633,38707,13571,581,54492,10399,701,11100,78545
2008,LGA,100547,84815,2664,176,188202,2,61,1530,31,1624,204053,171004,4194,207,379458,0,0,0,384080
2008,LGB,14863,3689,17621,193,36366,2529,2508,50450,154,55641,30271,13832,68071,347,112521,166573,925,167498,346157
2008,LIH,9781,5692,472,761,16706,288,21573,2673,409,24943,21652,57016,3145,1170,82983,23030,2143,25173,113340
2008,LIT,12438,11736,14535,2984,41693,0,464,8812,491,9767,24892,26330,23347,3475,78044,7167,14502,21669,127119
2008,LMT,0,2210,1049,2095,5354,0,443,4001,1297,5741,0,4910,5050,3392,13352,12551,5763,18314,34810
2008,LNK,373,5565,7365,4607,17910,13,842,5876,828,7559,865,12103,13241,5435,31644,13409,6886,20295,69654
2008,LNS,8,482,4913,444,5847,0,358,18781,362,19501,18,2016,23694,806,26534,37251,2647,39898,91823
2008,LOU,0,712,5395,121,6228,5,1758,14569,244,16576,5,4746,19964,365,25080,37995,208,38203,83238
2008,LRD,1718,3502,4534,1450,11204,4,56,4707,549,5316,3623,7662,9241,1999,22525,3342,12974,16316,52393
2008,LSE,546,3344,1970,100,5960,0,149,3540,241,3930,1081,6860,5510,341,13792,5434,1002,6436,25114
2008,LUK,31,5576,12843,103,18553,1,1252,9597,138,10988,142,14288,22440,241,37111,11946,172,12118,68783
2008,LVK,0,497,5993,24,6514,0,60,28489,25,28574,0,1331,34482,49,35862,89735,21,89756,158123
2008,LWB,299,1227,2483,98,4107,0,88,2118,145,2351,467,2441,4601,243,7752,2828,478,3306,15240
2008,LWM,0,6,2465,0,2471,0,109,12173,4,12286,0,159,14638,4,14801,29747,28,29775,58429
2008,LWS,1327,2044,910,28,4309,4,692,6871,80,7647,2036,6898,7781,108,16823,9215,170,9385,32750
2008,LYH,5,2735,3653,250,6643,0,96,14094,359,14549,5,6048,17747,609,24409,25284,366,25650,65775
2008,LZU,0,1748,7086,27,8861,27,1706,19730,97,21560,27,5918,26816,124,32885,26288,18,26306,88362
2008,MAF,4470,6178,8004,7353,26005,0,367,4604,394,5365,8613,13827,12608,7747,42795,4129,16369,20498,84037
2008,MBS,4105,1787,3280,58,9230,10,243,2434,16,2703,8515,4069,5714,74,18372,7196,56,7252,32313
2008,MCI,57617,18575,2313,327,78832,5,82,1136,18,1241,120341,48796,3449,345,172931,14,0,14,176717
2008,MCN,288,1632,3621,399,5940,4,22,1994,253,2273,682,2720,5615,652,9669,2112,224,2336,21603
2008,MCO,139081,8015,6668,206,153970,16,88,1604,25,1733,293229,29931,8272,231,331663,0,0,0,343400
2008,MDH,2,417,601,6,1026,0,421,16056,23,16500,4,1459,16657,29,18149,61335,4,61339,93006
2008,MDT,5737,13525,4074,2060,25396,34,188,1123,119,1464,11565,28149,5197,2179,47090,4658,9132,13790,67912
2008,MDW,91598,12153,18550,310,122611,0,469,6245,268,6982,188477,29287,24795,578,243137,0,0,0,267520
2008,MEI,2,638,3129,10808,14577,12,26,2061,1412,3511,17,1358,5190,12220,18785,5006,23544,28550,65687
2008,MEM,103682,64131,8534,589,176936,3,235,1737,81,2056,208188,130689,10271,670,349818,0,0,0,362978
2008,MER,16,2,4758,144,4920,1,23,20607,119,20750,136,456,25365,263,26220,69504,1398,70902,125029
2008,MFD,15,352,3025,858,4250,0,21,3535,352,3908,19,931,6560,1210,8720,3979,2197,6176,22947
2008,MFE,3161,1730,5541,1575,12007,145,71,8666,108,8990,6517,3757,14207,1683,26164,10612,382,10994,56272
2008,MFR,2010,7206,2706,45,11967,90,878,8992,82,10042,3969,17053,11698,127,32847,8556,112,8668,51531
2008,MGM,631,4589,5717,7905,18842,1,365,3639,1012,5017,1884,9430,9356,8917,29587,7033,16937,23970,71781
2008,MGW,0,2283,2769,857,5909,0,2970,4659,739,8368,6,10313,7428,1596,19343,15211,3580,18791,45497
2008,MHK,100,2104,1647,169,4020,0,47,3151,109,3307,158,3548,4798,278,8782,7037,165,7202,21472
2008,MHR,2568,2837,3754,1185,10344,2568,4155,14034,2758,23515,7688,12254,17788,3943,41673,15703,7724,23427,83002
2008,MHT,19503,10982,3257,268,34010,14,209,2582,71,2876,38845,23184,5839,339,68207,3342,146,3488,77920
2008,MIA,146309,21074,6522,406,174311,455,471,1924,53,2903,297779,51791,8446,459,358475,0,0,0,371519
2008,MIC,0,7,1833,3,1843,111,10,11783,17,11921,111,29,13616,20,13776,23827,71,23898,49244
2008,MIE,9,66,1443,18,1536,0,30,7012,43,7085,15,240,8455,61,8771,6662,190,6852,23583
2008,MKC,72,5902,12054,223,18251,3,1707,8523,277,10510,134,14449,20577,500,35660,15976,366,16342,73903
2008,MKE,29364,47792,6066,957,84179,0,354,1748,44,2146,63904,100864,7814,1001,173583,66,6,72,183247
2008,MKG,32,2300,5249,77,7658,0,185,10310,169,10664,60,5090,15559,246,20955,25023,317,25340,57642
2008,MKK,0,3626,232,281,4139,0,9659,2027,396,12082,0,27062,2259,677,29998,2077,148,2225,35380
2008,MKL,2,143,1736,132,2013,0,534,5072,663,6269,2,1680,6808,795,9285,7318,1706,9024,24889
2008,MLB,952,1462,15936,329,18679,3,634,24508,129,25274,2406,3799,40444,458,47107,54497,284,54781,144265
2008,MLI,3081,8645,3726,146,15598,0,77,3722,17,3816,6465,17362,7448,163,31438,10742,76,10818,49446
2008,MLU,27,5091,5374,2156,12648,0,208,4401,181,4790,27,10703,9775,2337,22842,7752,2423,10175,44749
2008,MMU,8,5084,10697,22,15811,1,1624,24803,247,26675,9,13703,35500,269,49481,52006,156,52162,140355
2008,MOB,1842,6662,3757,16048,28309,160,1266,2291,4028,7745,3216,16767,6048,20076,46107,12297,37825,50122,116698
2008,MOD,0,2475,5727,16,8218,0,2717,13514,25,16256,0,10484,19241,41,29766,21030,47,21077,68408
2008,MOT,743,1787,1233,63,3826,0,672,4992,176,5840,1498,5182,6225,239,13144,11635,5058,16693,34954
2008,MQY,41,296,5705,899,6941,0,32,9923,1475,11430,81,837,15628,2374,18920,26735,2717,29452,68379
2008,MRI,0,287,481,2,770,0,8378,29487,267,38132,0,15893,29968,269,46130,93900,1288,95188,171396
2008,MRY,649,11663,9926,185,22423,0,348,11649,106,12103,1282,24938,21575,291,48086,5593,142,5735,77875
2008,MSN,4176,13833,9125,1794,28928,33,186,8932,800,9951,8600,28467,18057,2594,57718,28956,4398,33354,110589
2008,MSO,2455,3691,1807,24,7977,0,1157,6393,45,7595,4657,9472,8200,69,22398,11965,63,12028,41336
2008,MSP,140751,73552,6943,1351,222597,3,48,412,56,519,286192,145534,7355,1407,440488,0,0,0,449972
2008,MSY,40849,7207,5921,334,54311,3,2307,4530,470,7310,82768,23506,10451,804,117529,0,0,0,131197
2008,MTN,0,854,4838,1132,6824,0,173,16222,830,17225,1,2518,21060,1962,25541,22948,980,23928,75541
2008,MVY,0,7703,4428,26,12157,0,8123,10401,91,18615,13,23498,14829,117,38457,1947,155,2102,49592
2008,MWA,10,1642,443,531,2626,0,742,2880,383,4005,22,4477,3323,914,8736,10029,959,10988,22836
2008,MWC,0,350,1771,7,2128,0,268,8202,32,8502,0,1248,9973,39,11260,24074,34,24108,44881
2008,MWH,1240,568,2524,2381,6713,1209,713,5559,1593,9074,5753,2346,8083,3974,20156,24295,14995,39290,70525
2008,MYF,0,1128,12778,40,13946,8,506,49725,78,50317,15,3114,62503,118,65750,103074,63,103137,231640
2008,MYR,8005,3719,4052,1404,17180,0,12161,2974,243,15378,16227,24965,7026,1647,49865,4169,1961,6130,66806
2008,NEW,2,579,6373,378,7332,0,31,8967,264,9262,15,1632,15340,642,17629,23311,614,23925,60105
2008,NQA,40,104,1326,1267,2737,9,34,2069,392,2504,70,215,3395,1659,5339,4405,13182,17587,27827
2008,OAK,69437,10908,10648,212,91205,9,2108,13758,185,16060,148973,28229,24406,397,202005,46031,1214,47245,274270
2008,OGD,6,125,1118,167,1416,0,237,16913,219,17369,12,636,18031,386,19065,66729,258,66987,100443
2008,OGG,17892,9026,973,875,28766,0,22888,3892,267,27047,39314,68815,4865,1142,114136,6768,572,7340,127906
2008,OJC,0,206,4573,39,4818,0,107,12143,13,12263,27,614,16716,52,17409,16443,117,16560,50086
2008,OKC,17983,14474,6368,11193,50018,6,831,3529,885,5251,36309,34996,9897,12078,93280,1132,24789,25921,136696
2008,OLM,0,471,2860,92,3423,3,768,16630,185,17586,3,2376,19490,277,22146,34356,161,34517,74898
2008,OLV,1,2126,1926,66,4119,2,395,10396,168,10961,3,5293,12322,234,17852,25224,568,25792,53015
2008,OMA,20031,19106,10333,356,49826,3,1306,2742,107,4158,40084,43925,13075,463,97547,7725,367,8092,119925
2008,OMN,0,3,4448,0,4451,0,0,28900,3,28903,0,8,33348,3,33359,88509,4,88513,161852
2008,ONT,35412,12918,3142,17,51489,206,860,2945,12,4023,75598,33636,6087,29,115350,1804,6,1810,124515
2008,OPF,16,1959,10477,549,13001,1,412,14510,1811,16734,46,5810,24987,2360,33203,25955,3735,29690,94065
2008,ORD,289280,145293,4081,60,438714,13,516,162,25,716,580967,291664,4243,85,876959,0,0,0,881566
2008,ORF,32208,2871,7552,174,42805,2,86,3711,340,4139,64011,7214,11263,514,83002,9650,5036,14686,109871
2008,ORH,76,348,2391,64,2879,0,573,10332,125,11030,96,2243,12723,189,15251,17970,388,18358,45116
2008,ORL,0,3162,11984,81,15227,0,1496,19816,62,21374,158,12259,31800,143,44360,49607,58,49665,132860
2008,OSH,0,479,5102,71,5652,0,89,27910,78,28077,5,1268,33012,149,34434,35094,132,35226,81619
2008,OSU,1,1079,5582,5,6667,0,255,17888,34,18177,1,3048,23470,39,26558,21295,80,21375,68594
2008,OUN,3,256,3255,55,3569,0,31,14455,398,14884,3,637,17710,453,18803,35261,198,35459,70859
2008,OWB,0,214,1608,175,1997,0,199,10789,292,11280,1,1057,12397,467,13922,27586,2553,30139,55920
2008,OWD,0,500,3291,4,3795,110,267,15529,55,15961,110,1252,18820,59,20241,45273,120,45393,81512
2008,OXC,14,660,3109,41,3824,22,647,11440,271,12380,36,2523,14549,312,17420,18271,352,18623,50330
2008,OXR,33,2079,6523,36,8671,6,1024,7740,29,8799,39,5986,14263,65,20353,44210,63,44273,83988
2008,PAE,954,957,9018,124,11053,49,436,23497,115,24097,2492,2683,32515,239,37929,67010,159,67169,137311
2008,PAH,2,1742,1837,116,3697,0,353,7421,436,8210,12,4270,9258,552,14092,15152,328,15480,38542
2008,PAO,0,30,3169,2,3201,0,836,29979,7,30822,0,1748,33148,9,34905,98292,294,98586,168031
2008,PBI,26073,11916,16038,253,54280,11,192,14855,34,15092,59140,35947,30893,287,126267,2444,79,2523,172599
2008,PDK,0,7429,29447,69,36945,0,380,26998,94,27472,1,17310,56445,163,73919,47830,207,48037,186992
2008,PDT,82,1704,373,96,2255,0,413,4310,469,5192,86,4399,4683,565,9733,4527,2025,6552,21115
2008,PDX,77909,25524,7704,2028,113165,4,5665,4700,119,10488,155088,68460,12404,2147,238099,1016,69,1085,253138
2008,PFN,1155,4660,7090,1434,14339,30,782,8422,695,9929,2855,11666,15512,2129,32162,34229,6611,40840,94750
2008,PHF,9604,1813,3713,2553,17683,27,99,11865,1317,13308,16027,7115,15578,3870,42590,37261,17195,54456,113860
2008,PHL,141285,89805,6756,150,237996,1,672,4468,750,5891,278807,188867,11224,900,479798,0,0,0,492038
2008,PHX,188003,28675,7587,1017,225282,511,6255,5105,159,12030,391518,77354,12692,1176,482740,1949,25,1974,502499
2008,PIA,1424,6799,4399,905,13527,7,965,3931,1193,6096,3491,15836,8330,2098,29755,5063,3158,8221,50079
2008,PIE,2783,2798,11665,1586,18832,19,1498,17824,2955,22296,11178,8640,29489,4541,53848,57063,5885,62948,158716
2008,PIH,10,2719,937,33,3699,103,1545,7119,114,8881,121,8460,8056,147,16784,12167,112,12279,34960
2008,PIT,44999,25411,6413,3046,79869,0,97,459,143,699,88201,57238,6872,3189,155500,18,345,363,167729
2008,PKB,8,1254,2029,546,3837,0,53,5063,1292,6408,15,2716,7092,1838,11661,7413,5677,13090,33136
2008,PMD,38,821,2510,3310,6679,14,26,2484,494,3018,64,1606,4994,3804,10468,1110,8703,9813,28068
2008,PMP,0,8,3782,0,3790,0,22,16139,0,16161,0,47,19921,0,19968,75156,138,75294,116931
2008,PNE,0,2663,6181,0,8844,0,30,19059,0,19089,0,6029,25240,0,31269,22766,0,22766,83355
2008,PNS,5743,10010,8415,7346,31514,0,224,5135,1316,6675,11419,22896,13550,8662,56527,21991,3656,25647,101756
2008,POC,0,108,4429,8,4545,0,105,20029,34,20168,0,483,24458,42,24983,71221,683,71904,121471
2008,POU,6,298,2793,24,3121,0,131,12847,65,13043,6,744,15640,89,16479,40298,380,40678,74004
2008,PRC,358,1130,1807,72,3367,162,1117,39843,88,41210,556,4059,41650,160,46425,184625,29,184654,272215
2008,PSC,2865,4166,3405,268,10704,31,771,5450,180,6432,5906,11773,8855,448,26982,16387,1521,17908,53776
2008,PSP,4322,12927,2972,221,20442,89,605,8292,373,9359,11424,25837,11264,594,49119,11597,44,11641,77837
2008,PTK,272,4291,15492,17,20072,254,547,23183,41,24025,1281,10483,38675,58,50497,73903,428,74331,161590
2008,PUB,101,2007,3642,862,6612,10,639,21696,623,22968,156,4807,25338,1485,31786,89044,3872,92916,157626
2008,PVD,23153,10684,4342,61,38240,4,2004,5499,22,7529,46201,26047,9841,83,82172,1524,2,1526,92440
2008,PVU,42,197,1005,19,1263,0,274,16153,96,16523,58,1297,17158,115,18628,75424,318,75742,112961
2008,PWA,50,1157,8244,438,9889,1,340,16358,117,16816,265,3246,24602,555,28668,15342,708,16050,71036
2008,PWK,0,6392,13946,15,20353,0,44,20218,16,20278,44,13369,34164,31,47608,24144,21,24165,98247
2008,PWM,9191,11914,5108,338,26551,1,395,6787,249,7432,15946,24824,11895,587,53252,12262,352,12614,73776
2008,RAL,0,63,2775,13,2851,0,37,17913,19,17969,16,165,20688,32,20901,34253,72,34325,74017
2008,RAP,2500,5103,3761,198,11562,4,298,4269,684,5255,4656,10847,8030,882,24415,7153,512,7665,40647
2008,RBD,0,60,2355,63,2478,10,7,13149,26,13192,10,133,15504,89,15736,64539,231,64770,95372
2008,RDD,1228,2563,1892,115,5798,152,2160,14072,308,16692,2448,9839,15964,423,28674,20100,332,20432,63703
2008,RDG,15,2788,5445,349,8597,23,1704,8944,496,11167,70,9546,14389,845,24850,43269,2690,45959,88268
2008,RDM,2123,4573,1380,58,8134,240,1505,8226,103,10074,4587,12577,9606,161,26931,37545,289,37834,73930
2008,RDU,40397,39568,15335,709,96009,1,492,8021,2117,10631,80743,88515,23356,2826,195440,37,136,173,225679
2008,RFD,6890,1462,8777,438,17567,5,191,6048,39,6283,14960,4334,14825,477,34596,11857,1735,13592,63358
2008,RHV,0,0,1402,0,1402,0,0,26691,0,26691,0,0,28093,0,28093,89070,316,89386,141006
2008,RIC,16351,23047,9501,1604,50503,2,126,5411,717,6256,31037,48032,14912,2321,96302,1238,1505,2743,118221
2008,RME,77,556,1421,816,2870,3,93,6928,282,7306,140,1460,8349,1098,11047,22482,3459,25941,45269
2008,RNM,0,13,634,3,650,0,18,16306,80,16404,0,56,16940,83,17079,92901,1196,94097,125223
2008,RNO,26623,6173,14104,1177,48077,1,968,4470,210,5649,58568,20294,18574,1387,98823,10961,404,11365,130617
2008,RNT,124,131,2270,0,2525,0,667,18135,4,18806,309,1051,20405,4,21769,58589,6,58595,98077
2008,ROA,1439,12978,4868,242,19527,0,1280,4753,105,6138,2986,28239,9621,347,41193,11690,700,12390,63739
2008,ROC,13209,16987,6132,156,36484,31,403,4883,465,5782,26574,36138,11015,621,74348,20086,517,20603,105974
2008,ROG,0,328,4734,2,5064,6,10,2442,8,2466,6,996,7176,10,8188,1968,4,1972,18127
2008,ROW,162,2541,2791,5055,10549,6,996,5944,525,7471,301,6953,8735,5580,21569,4396,9532,13928,50108
2008,RST,788,7159,6102,287,14336,0,35,4420,29,4484,2270,14267,10522,316,27375,11531,2062,13593,50438
2008,RSW,28068,5090,3772,359,37289,1,221,1527,106,1855,66909,11374,5299,465,84047,143,82,225,90904
2008,RVS,0,334,10799,12,11145,2735,21,62857,10,65623,2735,1123,73656,22,77536,191750,2239,193989,334271
2008,RYN,4,0,397,0,401,0,113,25346,806,26265,4,115,25743,806,26668,104262,1920,106182,167952
2008,RYY,0,984,5807,210,7001,2,523,15782,223,16530,2,3684,21589,433,25708,26354,459,26813,78084
2008,SAC,0,866,7171,37,8074,0,1872,31488,73,33433,0,5013,38659,110,43782,17791,91,17882,97762
2008,SAF,6,1722,4418,486,6632,2,764,10411,973,12150,9,4625,14829,1459,20922,35390,3006,38396,73716
2008,SAN,81206,20332,5226,152,106916,0,304,1710,406,2420,164382,46215,6936,558,218091,1024,986,2010,228167
2008,SAT,53251,7327,18072,1363,80013,1,2532,21857,388,24778,107622,20754,39929,1751,170056,154,24,178,216176
2008,SAV,8744,10873,10645,2199,32461,0,407,6541,456,7404,17997,23799,17186,2655,61637,8800,1029,9829,94744
2008,SAW,24,5358,555,39,5976,1,531,3434,83,4049,27,10994,3989,122,15132,6522,781,7303,25643
2008,SBA,1854,14325,8661,195,25035,0,6211,14307,344,20862,4633,36163,22968,539,64303,26260,430,26690,116647
2008,SBN,2116,9713,4900,56,16785,0,321,3438,24,3783,4471,21390,8338,80,34279,5219,55,5274,46954
2008,SBP,212,5510,3724,35,9481,1,1109,18110,80,19300,213,14374,21834,115,36536,33818,85,33903,92741
2008,SBY,0,3387,1253,118,4758,0,107,5312,446,5865,23,7197,6565,564,14349,11600,4256,15856,37697
2008,SCK,196,305,9538,360,10399,59,136,11978,247,12420,640,844,21516,607,23607,14786,528,15314,63111
2008,SDF,48624,22111,5034,1120,76889,4,177,821,363,1365,96137,48121,5855,1483,151596,1537,60,1597,161054
2008,SDL,0,3753,11887,81,15721,0,171,35593,38,35802,0,11232,47480,119,58831,72268,201,72469,191411
2008,SDM,11,1045,4232,119,5407,0,135,14138,411,14684,15,2969,18370,530,21884,65146,2947,68093,110058
2008,SEA,157645,13352,1118,55,172170,8,14,993,5,1020,306425,34453,2111,60,343049,0,0,0,345057
2008,SEE,0,86,7436,2,7524,0,340,47992,2,48334,0,427,55428,4,55859,140250,152,140402,244500
2008,SFB,5138,685,19201,144,25168,127,38,26581,51,26797,11463,1492,45782,195,58932,110596,1785,112381,223739
2008,SFF,0,869,1682,2,2553,0,2040,13760,17,15817,0,5896,15442,19,21357,31734,130,31864,65919
2008,SFO,143665,42422,6396,270,192753,21,84,829,1130,2064,284350,85470,7225,1400,378445,134,0,134,388104
2008,SGF,2690,12388,7236,1137,23451,13,344,4289,629,5275,5504,25460,11525,1766,44255,8723,1394,10117,66815
2008,SGJ,2,1024,6133,378,7537,0,1291,17420,872,19583,455,6100,23553,1250,31358,37439,3219,40658,100558
2008,SGR,0,1433,11922,102,13457,0,450,10801,10,11261,0,4170,22723,112,27005,27118,130,27248,76804
2008,SHV,2647,10744,6064,1201,20656,0,1205,3268,287,4760,5248,23725,9332,1488,39793,3453,1670,5123,55386
2008,SIG,0,9,3119,63,3191,0,5703,24702,634,31039,0,11566,27821,697,40084,40111,164,40275,105362
2008,SJC,55739,11163,10515,21,77438,27,73,8513,78,8691,113560,24750,19028,99,157437,15555,72,15627,191136
2008,SJT,1125,1826,3160,5808,11919,1039,2313,8132,3270,14754,2587,7511,11292,9078,30468,15217,36772,51989,93990
2008,SJU,42604,10456,3873,968,57901,0,16513,8427,117,25057,95530,56056,12300,1085,164971,2,0,2,180928
2008,SLC,83403,68940,8350,873,161566,3,4922,20668,129,25722,169154,159051,29018,1002,358225,458,0,458,389915
2008,SLE,6,626,2999,429,4060,11,650,10296,1123,12080,27,2788,13295,1552,17662,21162,1353,22515,54370
2008,SLN,48,3209,3778,235,7270,3,3949,6384,576,10912,66,11382,10162,811,22421,33472,1877,35349,71412
